comp_ticker,comp_name,total_esg_score,total_esg_score_percentile,environmental_risk_score,social_risk_score,governance_risk_score,controversy_level,last_update,flag_alcoholic_beverages,flag_adult_entertainment,flag_gambling,flag_tobacco_products,flag_animal_testing,flag_fur_and_specialty_leather,flag_controversial_weapons,flag_small_arms,flag_catholic_values,flag_gmo,flag_military_contracting,flag_pesticides,flag_thermal_coal,flag_palm_oil
MSCI,MSCI Inc.,23,30,0.0,17.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF-B,Brown-Forman Corporation,22,29,7.0,9.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNCTF,Orange S.A.,18,14,2.0,8.0,7.0,3.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXCM,"DexCom, Inc.",27,47,6.0,13.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALXN,"Alexion Pharmaceuticals, Inc.",19,18,0.0,12.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
STMEF,STMicroelectronics N.V.,17,13,7.0,5.0,5.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDG,TransDigm Group Incorporated,40,84,11.0,20.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YUM,"Yum! Brands, Inc.",21,26,4.0,13.0,4.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBH,"Zimmer Biomet Holdings, Inc.",34,71,5.0,19.0,10.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTNDF,Techtronic Industries Company Limited,22,29,8.0,8.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCAR,PACCAR Inc,35,74,8.0,17.0,9.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMADF,"Amadeus IT Group, S.A.",16,10,0.0,8.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PANW,"Palo Alto Networks, Inc.",14,7,1.0,8.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTR,Nutrien Ltd.,36,77,18.0,12.0,7.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAOVF,China Overseas Land & Investment Limited,17,12,4.0,6.0,8.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSGP,"CoStar Group, Inc.",27,45,4.0,15.0,8.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGPHF,Partners Group Holding AG,19,18,1.0,10.0,9.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HXGBF,Hexagon AB (publ),14,6,3.0,4.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSY,The Hershey Company,25,39,10.0,10.0,5.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTTDF,NTT DATA Corporation,21,26,1.0,11.0,9.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLAF,Schindler Holding AG,19,19,4.0,9.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGOPF,3i Group plc,13,4,0.0,8.0,5.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DISCA,"Discovery, Inc.",18,16,0.0,9.0,9.0,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECIFF,Electricité de France S.A.,22,27,8.0,8.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADM,Archer-Daniels-Midland Company,34,72,16.0,14.0,5.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z,"Zillow Group, Inc.",29,55,3.0,15.0,11.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBOEF,Deutsche Börse AG,14,6,1.0,5.0,7.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXPGF,Experian plc,13,5,0.0,7.0,6.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VLO,Valero Energy Corporation,28,51,16.0,7.0,5.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DAL,"Delta Air Lines, Inc.",24,37,8.0,12.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLW,Corning Incorporated,20,21,8.0,5.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRVL,Marvell Technology Group Ltd.,20,22,6.0,7.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBSPF,NatWest Group plc,20,23,1.0,10.0,9.0,3.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CCL,Carnival Corporation & plc,21,26,8.0,9.0,4.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPMF,Astellas Pharma Inc.,20,23,0.0,12.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSGKF,Credit Suisse Group AG,32,64,2.0,15.0,15.0,4.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
XLNX,"Xilinx, Inc.",23,30,9.0,6.0,8.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POAHF,Porsche Automobil Holding SE,26,44,5.0,9.0,12.0,4.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKHUF,CK Hutchison Holdings Limited,38,81,15.0,15.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSI,"Motorola Solutions, Inc.",14,7,2.0,7.0,5.0,3.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GELYF,Geely Automobile Holdings Limited,25,41,6.0,10.0,9.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPBF,Coloplast A/S,15,7,1.0,7.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CODGF,Compagnie de Saint-Gobain S.A.,20,21,8.0,6.0,6.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWK,"Stanley Black & Decker, Inc.",27,46,6.0,13.0,9.0,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASAZF,ASSA ABLOY AB (publ),17,12,8.0,3.0,6.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAOCF,Kao Corporation,18,15,7.0,5.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSG,"Republic Services, Inc.",21,25,11.0,6.0,4.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WELL,Welltower Inc.,12,3,4.0,3.0,5.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTNT,"Fortinet, Inc.",21,26,1.0,14.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KBCSF,KBC Group NV,16,10,1.0,8.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FANDF,FirstRand Limited,24,34,2.0,12.0,10.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHI,"D.R. Horton, Inc.",22,26,8.0,7.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROK,"Rockwell Automation, Inc.",22,28,5.0,10.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DFS,Discover Financial Services,24,33,0.0,14.0,10.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VFC,V.F. Corporation,11,2,1.0,6.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SLF,Sun Life Financial Inc.,16,9,1.0,7.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KMTUF,Komatsu Ltd.,25,38,3.0,13.0,9.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEG,Public Service Enterprise Group Incorporated,29,55,14.0,10.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBAC,SBA Communications Corporation,17,13,2.0,8.0,7.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCK,McKesson Corporation,16,11,2.0,9.0,5.0,4.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZO,"AutoZone, Inc.",12,3,0.0,8.0,4.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FJTSF,Fujitsu Limited,15,7,0.0,8.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STT,State Street Corporation,23,30,2.0,12.0,9.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SWKS,"Skyworks Solutions, Inc.",33,69,15.0,10.0,8.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOKCF,The Hong Kong and China Gas Company Limited,23,30,9.0,7.0,7.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNSWF,Constellation Software Inc.,23,30,1.0,14.0,7.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPZ,"Domino's Pizza, Inc.",27,46,5.0,15.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNVKF,Kinnevik AB,9,2,0.0,2.0,7.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKHSF,"Sekisui House, Ltd.",15,9,4.0,6.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMC,FMC Corporation,39,83,18.0,14.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KKPNF,Koninklijke KPN N.V.,16,10,2.0,8.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SJR,Shaw Communications Inc.,17,13,2.0,7.0,8.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKI,"PerkinElmer, Inc.",21,24,2.0,13.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMRN,BioMarin Pharmaceutical Inc.,26,44,0.0,18.0,8.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHGRF,WH Group Limited,35,75,15.0,13.0,8.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBKOF,Erste Group Bank AG,19,18,1.0,5.0,13.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALMMF,Aluminum Corporation of China Limited,54,98,24.0,17.0,13.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XRAY,DENTSPLY SIRONA Inc.,20,21,3.0,10.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRNNF,Hydro One Limited,16,11,3.0,8.0,5.0,1.0,3/2021,,,,,,,,,,,,,,
SJM,The J. M. Smucker Company,27,47,11.0,10.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
L,Loews Corporation,15,9,1.0,3.0,11.0,1.0,3/2021,,,,,,,,,,,,,,
BOIVF,Bolloré SE,14,6,1.0,3.0,10.0,3.0,3/2021,,,,,,,,,,,,,,
YRAIF,Yara International ASA,25,38,13.0,5.0,7.0,1.0,3/2021,,,,,,,,,,,,,,
JBARF,Julius Bär Gruppe AG,22,28,2.0,10.0,10.0,4.0,3/2021,,,,,,,,,,,,,,
LDOS,"Leidos Holdings, Inc.",14,5,1.0,7.0,6.0,1.0,3/2021,,,,,,,,,,,,,,
LNVGF,Lenovo Group Limited,18,14,1.0,9.0,8.0,2.0,3/2021,,,,,,,,,,,,,,
RNSDF,Renault SA,22,28,7.0,8.0,7.0,4.0,3/2021,,,,,,,,,,,,,,
SZEVF,Suez SA,19,19,8.0,6.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
GNZUF,"Guangzhou Automobile Group Co., Ltd.",29,55,8.0,13.0,8.0,2.0,3/2021,,,,,,,,,,,,,,
WRB,W. R. Berkley Corporation,24,35,2.0,8.0,14.0,1.0,3/2021,,,,,,,,,,,,,,
SKUFF,AB SKF (publ),24,34,5.0,10.0,8.0,2.0,3/2021,,,,,,,,,,,,,,
SYDDF,Sydney Airport Limited,12,4,2.0,6.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
CMTDF,"Sumitomo Mitsui Trust Holdings, Inc.",19,19,1.0,9.0,9.0,2.0,3/2021,,,,,,,,,,,,,,
MONDF,Mondi plc,12,3,6.0,2.0,4.0,2.0,3/2021,,,,,,,,,,,,,,
WHR,Whirlpool Corporation,18,16,7.0,7.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
OTEX,Open Text Corporation,15,8,1.0,9.0,5.0,0.0,3/2021,,,,,,,,,,,,,,
SHNWF,Schroders plc,19,17,2.0,9.0,8.0,2.0,3/2021,,,,,,,,,,,,,,
TBVPF,Thai Beverage Public Company Limited,21,23,6.0,7.0,7.0,1.0,3/2021,,,,,,,,,,,,,,
UDR,"UDR, Inc.",13,4,4.0,4.0,5.0,0.0,3/2021,,,,,,,,,,,,,,
HAS,"Hasbro, Inc.",12,3,0.0,6.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
MNHVF,Mowi ASA,26,42,11.0,9.0,6.0,3.0,3/2021,,,,,,,,,,,,,,
DVDCF,Davide Campari-Milano N.V.,21,23,8.0,6.0,6.0,0.0,3/2021,,,,,,,,,,,,,,
PSMMF,Persimmon Plc,16,11,5.0,6.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
BRO,"Brown & Brown, Inc.",25,39,0.0,11.0,14.0,1.0,3/2021,,,,,,,,,,,,,,
CCK,"Crown Holdings, Inc.",12,3,7.0,1.0,4.0,1.0,3/2021,,,,,,,,,,,,,,
LNT,Alliant Energy Corporation,28,51,15.0,7.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
BNTGF,Brenntag SE,20,22,8.0,7.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
TNABF,Tenaga Nasional Berhad,36,76,21.0,7.0,8.0,2.0,3/2021,,,,,,,,,,,,,,
MHK,"Mohawk Industries, Inc.",14,7,5.0,5.0,4.0,2.0,3/2021,,,,,,,,,,,,,,
PHM,"PulteGroup, Inc.",22,28,8.0,9.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
MTUAF,MTU Aero Engines AG,24,35,8.0,10.0,6.0,0.0,3/2021,,,,,,,,,,,,,,
IHHHF,IHH Healthcare Berhad,32,63,4.0,19.0,9.0,1.0,3/2021,,,,,,,,,,,,,,
CHRW,"C.H. Robinson Worldwide, Inc.",26,42,6.0,13.0,6.0,1.0,3/2021,,,,,,,,,,,,,,
SMG,The Scotts Miracle-Gro Company,46,94,20.0,16.0,10.0,2.0,3/2021,,,,,,,,,,,,,,
WNGRF,George Weston Limited,29,54,10.0,13.0,6.0,3.0,3/2021,,,,,,,,,,,,,,
SAPIF,Saputo Inc.,32,66,14.0,13.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
SVCBF,Svenska Cellulosa Aktiebolaget SCA (publ),18,15,11.0,2.0,5.0,3.0,3/2021,,,,,,,,,,,,,,
PKG,Packaging Corporation of America,15,9,10.0,1.0,4.0,2.0,3/2021,,,,,,,,,,,,,,
SMTOF,"Sumitomo Electric Industries, Ltd.",24,35,4.0,11.0,8.0,1.0,3/2021,,,,,,,,,,,,,,
HST,"Host Hotels & Resorts, Inc.",14,7,4.0,6.0,5.0,0.0,3/2021,,,,,,,,,,,,,,
SBNY,Signature Bank,31,59,2.0,14.0,14.0,1.0,3/2021,,,,,,,,,,,,,,
COIHF,Croda International Plc,25,39,12.0,7.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
UMICF,Umicore SA,29,54,14.0,7.0,8.0,2.0,3/2021,,,,,,,,,,,,,,
CCHBF,Coca-Cola HBC AG,15,9,5.0,6.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
SINGF,Singapore Airlines Limited,25,40,9.0,11.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
RKLIF,Rentokil Initial plc,18,15,11.0,4.0,4.0,1.0,3/2021,,,,,,,,,,,,,,
NHYKF,Norsk Hydro ASA,24,34,11.0,8.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
BVRDF,Bureau Veritas SA,14,6,0.0,9.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
KAEPF,"The Kansai Electric Power Company, Incorporated",44,91,18.0,17.0,10.0,3.0,3/2021,,,,,,,,,,,,,,
MOS,The Mosaic Company,35,74,15.0,12.0,8.0,2.0,3/2021,,,,,,,,,,,,,,
CNA,CNA Financial Corporation,31,60,2.0,11.0,18.0,1.0,3/2021,,,,,,,,,,,,,,
AEOXF,Aeroports de Paris SA,17,11,2.0,9.0,6.0,0.0,3/2021,,,,,,,,,,,,,,
DLMAF,Dollarama Inc.,16,11,4.0,8.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
CLLDF,CapitaLand Limited,16,9,3.0,5.0,7.0,1.0,3/2021,,,,,,,,,,,,,,
NLOK,NortonLifeLock Inc.,17,12,1.0,10.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
TXT,Textron Inc.,35,74,10.0,18.0,7.0,2.0,3/2021,,,,,,,,,,,,,,
FBHS,"Fortune Brands Home & Security, Inc.",25,38,14.0,4.0,7.0,0.0,3/2021,,,,,,,,,,,,,,
OSCUF,"Japan Exchange Group, Inc.",20,22,2.0,9.0,9.0,2.0,3/2021,,,,,,,,,,,,,,
TPR,"Tapestry, Inc.",14,5,1.0,7.0,5.0,2.0,3/2021,,,,,,,,,,,,,,
TEVJF,Teva Pharmaceutical Industries Limited,33,68,1.0,14.0,18.0,5.0,3/2021,,,,,,,,,,,,,,
WPC,W. P. Carey Inc.,17,12,5.0,6.0,5.0,0.0,3/2021,,,,,,,,,,,,,,
FFIV,"F5 Networks, Inc.",18,15,1.0,11.0,5.0,0.0,3/2021,,,,,,,,,,,,,,
AAP,"Advance Auto Parts, Inc.",12,3,0.0,9.0,3.0,2.0,3/2021,,,,,,,,,,,,,,
ICHGF,InterContinental Hotels Group PLC,19,19,8.0,8.0,3.0,2.0,3/2021,,,,,,,,,,,,,,
CNP,"CenterPoint Energy, Inc.",36,76,18.0,12.0,6.0,2.0,3/2021,,,,,,,,,,,,,,
SWMAF,Swedish Match AB (publ),27,46,9.0,12.0,7.0,1.0,3/2021,,,,,,,,,,,,,,
BYCBF,Barry Callebaut AG,14,6,5.0,4.0,4.0,2.0,3/2021,,,,,,,,,,,,,,
TIAOF,Telecom Italia S.p.A.,14,6,2.0,6.0,5.0,3.0,3/2021,,,,,,,,,,,,,,
FNF,"Fidelity National Financial, Inc.",26,44,3.0,9.0,15.0,1.0,3/2021,,,,,,,,,,,,,,
PWR,"Quanta Services, Inc.",36,77,9.0,17.0,11.0,1.0,3/2021,,,,,,,,,,,,,,
RMSYF,Ramsay Health Care Limited,24,37,3.0,13.0,8.0,1.0,3/2021,,,,,,,,,,,,,,
NLY,"Annaly Capital Management, Inc.",16,11,6.0,3.0,7.0,0.0,3/2021,,,,,,,,,,,,,,
ERIE,Erie Indemnity Company,26,41,2.0,9.0,15.0,2.0,3/2021,,,,,,,,,,,,,,
AMIGF,Admiral Group plc,20,21,2.0,7.0,11.0,1.0,3/2021,,,,,,,,,,,,,,
FOSUF,Fosun International Limited,40,85,16.0,14.0,11.0,2.0,3/2021,,,,,,,,,,,,,,
UNBLF,Unibail-Rodamco-Westfield SE,7,1,2.0,2.0,3.0,1.0,3/2021,,,,,,,,,,,,,,
ATO,Atmos Energy Corporation,32,63,13.0,12.0,7.0,2.0,3/2021,,,,,,,,,,,,,,
CRTSF,Chr. Hansen Holding A/S,19,18,7.0,6.0,6.0,0.0,3/2021,,,,,,,,,,,,,,
QBEIF,QBE Insurance Group Limited,24,33,2.0,10.0,11.0,2.0,3/2021,,,,,,,,,,,,,,
NDSN,Nordson Corporation,29,52,10.0,13.0,6.0,1.0,3/2021,,,,,,,,,,,,,,
STBFF,Suntory Beverage & Food Limited,23,31,8.0,9.0,7.0,2.0,3/2021,,,,,,,,,,,,,,
KNNGF,KION GROUP AG,25,37,7.0,11.0,6.0,1.0,3/2021,,,,,,,,,,,,,,
SMFTF,Smurfit Kappa Group Plc,12,4,8.0,1.0,3.0,2.0,3/2021,,,,,,,,,,,,,,
BAP,Credicorp Ltd.,32,64,3.0,13.0,16.0,2.0,3/2021,,,,,,,,,,,,,,
WJRYF,West Japan Railway Company,26,41,9.0,11.0,5.0,1.0,3/2021,,,,,,,,,,,,,,
UHAL,AMERCO,22,27,6.0,9.0,7.0,1.0,3/2021,,,,,,,,,,,,,,
BWA,BorgWarner Inc.,24,34,6.0,11.0,7.0,2.0,3/2021,,,,,,,,,,,,,,
LNC,Lincoln National Corporation,22,27,2.0,8.0,11.0,2.0,3/2021,,,,,,,,,,,,,,
FDS,FactSet Research Systems Inc.,21,25,3.0,11.0,8.0,0.0,3/2021,,,,,,,,,,,,,,
SNA,Snap-on Incorporated,33,66,11.0,14.0,8.0,2.0,3/2021,,,,,,,,,,,,,,
MTNOF,MTN Group Limited,30,57,5.0,15.0,9.0,5.0,3/2021,,,,,,,,,,,,,,
JIAXF,Jiangxi Copper Company Limited,61,100,26.0,21.0,14.0,3.0,3/2021,,,,,,,,,,,,,,
BHC,Bausch Health Companies Inc.,36,77,2.0,22.0,12.0,3.0,3/2021,,,,,,,,,,,,,,
DVA,DaVita Inc.,21,26,0.0,13.0,9.0,2.0,3/2021,,,,,,,,,,,,,,
WLK,Westlake Chemical Corporation,35,73,20.0,4.0,10.0,2.0,3/2021,,,,,,,,,,,,,,
CIMDF,CIMB Group Holdings Berhad,26,41,2.0,12.0,11.0,2.0,3/2021,,,,,,,,,,,,,,
GGG,Graco Inc.,32,64,10.0,14.0,7.0,1.0,3/2021,,,,,,,,,,,,,,
SKHCF,Sonic Healthcare Limited,18,16,0.0,11.0,8.0,2.0,3/2021,,,,,,,,,,,,,,
UHS,"Universal Health Services, Inc.",35,75,3.0,22.0,10.0,3.0,3/2021,,,,,,,,,,,,,,
LII,Lennox International Inc.,27,45,9.0,10.0,7.0,1.0,3/2021,,,,,,,,,,,,,,
TCYMF,Tingyi (Cayman Islands) Holding Corp.,33,69,15.0,12.0,7.0,0.0,3/2021,,,,,,,,,,,,,,
GPS,"The Gap, Inc.",13,5,1.0,7.0,6.0,3.0,3/2021,,,,,,,,,,,,,,
IPGP,IPG Photonics Corporation,13,5,3.0,4.0,6.0,0.0,3/2021,,,,,,,,,,,,,,
JKHY,"Jack Henry & Associates, Inc.",16,11,1.0,10.0,5.0,0.0,3/2021,,,,,,,,,,,,,,
GGDVF,Guangdong Investment Limited,31,61,13.0,11.0,8.0,0.0,3/2021,,,,,,,,,,,,,,
IVZ,Invesco Ltd.,25,38,2.0,13.0,10.0,1.0,3/2021,,,,,,,,,,,,,,
