comp_ticker,comp_name,total_esg_score,total_esg_score_percentile,environmental_risk_score,social_risk_score,governance_risk_score,controversy_level,last_update,flag_alcoholic_beverages,flag_adult_entertainment,flag_gambling,flag_tobacco_products,flag_animal_testing,flag_fur_and_specialty_leather,flag_controversial_weapons,flag_small_arms,flag_catholic_values,flag_gmo,flag_military_contracting,flag_pesticides,flag_thermal_coal,flag_palm_oil
DSDVF,DSV Panalpina A/S,16,10,4.0,6.4,5.5,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMBXF,"Grupo México, S.A.B. de C.V.",47,95,21.0,17.8,8.5,5.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TYIDF,Toyota Industries Corporation,35,75,9.0,16.3,10.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRDCF,Bridgestone Corporation,14,5,3.5,4.6,5.5,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRC,First Republic Bank,25,37,1.9,11.0,11.8,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUKPF,Carnival Corporation & plc,21,26,8.4,9.2,3.9,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDSKF,Koninklijke DSM N.V.,16,10,7.2,2.9,5.7,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRBJF,China Resources Land Limited,21,23,5.2,7.3,8.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCRFF,Panasonic Corporation,39,82,11.6,12.6,14.4,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIPS,Vipshop Holdings Limited,22,26,4.0,9.4,8.1,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHODF,Koninklijke Ahold Delhaize N.V.,18,16,5.7,8.5,4.2,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBY,"Best Buy Co., Inc.",12,3,2.1,5.2,4.7,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEXOF,"NEXON Co., Ltd.",17,13,0.2,9.9,7.3,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WLTW,Willis Towers Watson Public Limited Company,21,24,0.1,10.2,10.4,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRUMF,Terumo Corporation,27,45,3.0,13.0,10.6,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES,Eversource Energy,23,31,6.4,10.3,6.3,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNGNF,Singapore Telecommunications Limited,20,20,3.9,9.7,6.2,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMSYF,ArcelorMittal,37,80,16.2,14.8,6.4,4.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WMB,"The Williams Companies, Inc.",21,24,9.0,8.5,3.2,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTRAF,Telstra Corporation Limited,21,25,3.7,10.7,6.7,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTTAF,Continental Aktiengesellschaft,14,5,1.6,5.5,6.5,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBLOF,Public Bank Berhad,29,54,2.8,12.0,14.4,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VRSK,"Verisk Analytics, Inc.",21,25,0.1,14.7,6.5,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPMF,Capgemini SE,10,2,0.5,5.5,4.2,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEC,"WEC Energy Group, Inc.",32,65,17.9,9.2,5.2,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SSREF,Swiss Re AG,19,17,0.8,9.4,8.3,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUBTF,Kubota Corporation,17,11,3.1,8.1,5.4,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELEZF,"Endesa, S.A.",22,28,10.7,6.2,5.2,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TSN,"Tyson Foods, Inc.",36,76,12.6,13.5,9.9,4.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANSS,"ANSYS, Inc.",15,8,1.1,9.0,4.8,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIVB,SVB Financial Group,27,47,2.0,12.0,13.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AME,"AMETEK, Inc.",26,43,8.0,10.0,8.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RMD,ResMed Inc.,27,48,4.0,12.0,11.0,1.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAUF,Transurban Group,11,2,1.0,4.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVKEF,Skandinaviska Enskilda Banken AB (publ),24,34,1.0,12.0,11.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLL,Ball Corporation,14,6,8.0,1.0,4.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FAST,Fastenal Company,25,40,9.0,9.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENAKF,E.ON SE,24,34,8.0,10.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EQR,Equity Residential,14,6,5.0,4.0,5.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FITB,Fifth Third Bancorp,26,42,2.0,13.0,10.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEN,Lennar Corporation,23,30,8.0,9.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGA,Magna International Inc.,23,31,6.0,10.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMXUF,"Fomento Económico Mexicano, S.A.B. de C.V.",27,45,10.0,10.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HKHHF,Heineken Holding N.V.,22,28,6.0,9.0,7.0,3.0,3/2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WCN,"Waste Connections, Inc.",24,35,13.0,7.0,4.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTRYF,Country Garden Holdings Company Limited,22,29,7.0,7.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TU,TELUS Corporation,17,12,4.0,10.0,4.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWZCF,Swisscom AG,13,4,1.0,6.0,6.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR,The Kroger Co.,21,25,6.0,9.0,6.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAHOF,Z Holdings Corporation,23,32,2.0,11.0,10.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APAJF,APA Group,31,61,12.0,13.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGEN,Seagen Inc.,29,53,0.0,20.0,8.0,0.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGDDF,Compagnie Générale des Établissements Michelin Société en commandite par actions,15,8,4.0,5.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZLDSF,Zalando SE,11,3,1.0,5.0,5.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCI,Rogers Communications Inc.,21,24,4.0,10.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WY,Weyerhaeuser Company,17,12,9.0,3.0,4.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ASHTF,Ashtead Group plc,19,17,5.0,7.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVB,"AvalonBay Communities, Inc.",12,3,3.0,3.0,5.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEFOF,"Telefónica, S.A.",18,17,1.0,9.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXY,Occidental Petroleum Corporation,37,79,20.0,11.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEICF,"Weichai Power Co., Ltd.",38,80,13.0,15.0,10.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBRE,"CBRE Group, Inc.",9,1,2.0,3.0,4.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRL,Hormel Foods Corporation,25,39,10.0,10.0,5.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCOM,Trip.com Group Limited,28,48,3.0,14.0,10.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AONNF,"Aeon Co., Ltd.",17,13,3.0,8.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTPCF,CITIC Limited,51,97,20.0,18.0,13.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KYOCF,Kyocera Corporation,22,28,7.0,5.0,10.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIRI,Sirius XM Holdings Inc.,17,12,0.0,9.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP,"Ameriprise Financial, Inc.",26,42,2.0,11.0,13.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STMZF,Scottish Mortgage Investment Trust PLC,24,0,3.0,11.0,8.0,,8/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPRT,"Copart, Inc.",23,31,4.0,12.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMGSF,Goodman Group,11,2,3.0,3.0,4.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNCFF,UniCredit S.p.A.,22,28,1.0,9.0,11.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB,Deutsche Bank Aktiengesellschaft,30,57,2.0,13.0,15.0,4.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANNSF,"Aena S.M.E., S.A.",13,5,2.0,6.0,5.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXPE,"Expedia Group, Inc.",24,33,4.0,11.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWK,"American Water Works Company, Inc.",29,54,13.0,10.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTD,Mettler-Toledo International Inc.,11,2,1.0,5.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLTR,"Dollar Tree, Inc.",18,15,3.0,9.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEYS,"Keysight Technologies, Inc.",10,2,2.0,2.0,5.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTE,DTE Energy Company,31,61,16.0,9.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WLMIF,Wilmar International Limited,37,78,19.0,11.0,6.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TELNF,Telenor ASA,23,30,5.0,10.0,8.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGRNF,China Evergrande Group,27,45,7.0,10.0,9.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJG,Arthur J. Gallagher & Co.,25,37,0.0,12.0,13.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGRVF,Legrand SA,18,14,4.0,6.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNCHF,Unicharm Corporation,25,40,8.0,7.0,10.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWLIF,Great-West Lifeco Inc.,25,40,2.0,9.0,14.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYF,Synchrony Financial,19,19,0.0,12.0,7.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVTMF,SM Investments Corporation,16,9,1.0,4.0,11.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAXPF,Sampo Oyj,17,13,1.0,5.0,11.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ED,"Consolidated Edison, Inc.",25,40,5.0,14.0,7.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOKBF,Nokia Corporation,13,5,1.0,8.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GASNF,"Naturgy Energy Group, S.A.",18,16,7.0,5.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
OTSKF,"Otsuka Holdings Co., Ltd.",33,68,2.0,19.0,12.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEZVF,VERBUND AG,18,15,5.0,6.0,6.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TSCDF,Tesco PLC,19,16,4.0,9.0,5.0,3.0,2/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YNDX,Yandex N.V.,31,60,0.0,0.0,0.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MXIM,"Maxim Integrated Products, Inc.",23,30,8.0,8.0,6.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRMN,Garmin Ltd.,20,20,6.0,9.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTIOF,National Bank of Canada,20,21,2.0,10.0,9.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLX,The Clorox Company,23,31,9.0,8.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,Realty Income Corporation,17,11,5.0,6.0,5.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTSFF,"Mitsui Fudosan Co., Ltd.",24,33,5.0,9.0,10.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLT,"FLEETCOR Technologies, Inc.",19,17,0.0,11.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCBFF,Standard Chartered PLC,29,52,2.0,14.0,13.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CABJF,Carlsberg A/S,19,17,6.0,6.0,7.0,3.0,3/2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDAQ,"Nasdaq, Inc.",15,8,2.0,7.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSNUF,Fresenius SE & Co. KGaA,20,20,0.0,9.0,10.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FNV,Franco-Nevada Corporation,9,2,0.0,4.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CAJFF,Canon Inc.,18,14,1.0,8.0,9.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCG,PG&E Corporation,42,89,8.0,26.0,8.0,5.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDRFF,Beiersdorf Aktiengesellschaft,24,36,8.0,8.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LH,Laboratory Corporation of America Holdings,15,9,1.0,8.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANFGF,Antofagasta plc,29,53,14.0,9.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKC,"McCormick & Company, Incorporated",28,51,9.0,14.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABC,AmerisourceBergen Corporation,12,4,1.0,6.0,6.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLYNF,Malayan Banking Berhad,27,47,2.0,14.0,12.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRWOF,China Railway Group Limited,45,92,9.0,21.0,15.0,4.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARE,"Alexandria Real Estate Equities, Inc.",15,8,3.0,6.0,6.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITEF,"Mitsubishi Estate Co., Ltd.",18,16,2.0,7.0,9.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAESF,BAE Systems plc,34,72,9.0,19.0,5.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
SVNLF,Svenska Handelsbanken AB (publ),16,11,1.0,7.0,8.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNMSF,Genmab A/S,27,47,0.0,19.0,8.0,0.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
EIX,Edison International,29,53,11.0,12.0,6.0,3.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDW,CDW Corporation,11,2,4.0,3.0,4.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGGNF,Legal & General Group Plc,16,11,1.0,9.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STGPF,Scentre Group,8,1,1.0,3.0,4.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASBRF,"Asahi Group Holdings, Ltd.",17,14,5.0,6.0,6.0,2.0,3/2021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URI,"United Rentals, Inc.",17,13,5.0,7.0,6.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTV,Fortive Corporation,35,74,15.0,14.0,6.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBERF,Geberit AG,12,3,5.0,1.0,5.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICOF,"COSCO SHIPPING Holdings Co., Ltd.",27,46,12.0,8.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMC,Vulcan Materials Company,29,53,15.0,5.0,9.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERN,Cerner Corporation,20,21,0.0,13.0,7.0,2.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKE,"ONEOK, Inc.",25,39,14.0,8.0,3.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPLK,Splunk Inc.,17,14,1.0,10.0,6.0,0.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ET,Energy Transfer LP,52,97,0.0,0.0,0.0,5.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGSOF,SGS SA,18,15,0.0,13.0,5.0,1.0,3/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRYAF,Kerry Group plc,25,38,9.0,11.0,5.0,2.0,3/2021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
